hex_code,occurence,R,G,B,percent,Movement
#683F6B,13468,104,63,107,7.64,Color-Field-Painting
#DA7C32,13439,218,124,50,7.62,Color-Field-Painting
#B02F07,196917,176,47,7,45.9,Color-Field-Painting
#298671,193419,41,134,113,45.09,Color-Field-Painting
#FFFFFF,36036,255,255,255,8.4,Color-Field-Painting
#95363E,1057,149,54,62,0.25,Color-Field-Painting
#00371F,903,0,55,31,0.21,Color-Field-Painting
#814115,453,129,65,21,0.11,Color-Field-Painting
#43370D,156,67,55,13,0.04,Color-Field-Painting
#400F00,56,64,15,0,0.01,Color-Field-Painting
#775762,1,119,87,98,0.0,Color-Field-Painting
#EFE6DF,942311,239,230,223,58.94,Color-Field-Painting
#C68B3D,548948,198,139,61,34.34,Color-Field-Painting
#495142,40840,73,81,66,2.55,Color-Field-Painting
#E5C594,36216,229,197,148,2.27,Color-Field-Painting
#4B71A2,28689,75,113,162,1.79,Color-Field-Painting
#AEA3A7,1147,174,163,167,0.07,Color-Field-Painting
#725624,638,114,86,36,0.04,Color-Field-Painting
#332800,10,51,40,0,0.0,Color-Field-Painting
#FBFAF8,279129,251,250,248,43.81,Color-Field-Painting
#E60104,94062,230,1,4,14.76,Color-Field-Painting
#F5B402,61243,245,180,2,9.61,Color-Field-Painting
#0F0303,60864,15,3,3,9.55,Color-Field-Painting
#0386CA,52620,3,134,202,8.26,Color-Field-Painting
#ED8001,29621,237,128,1,4.65,Color-Field-Painting
#ABC001,27594,171,192,1,4.33,Color-Field-Painting
#124297,26493,18,66,151,4.16,Color-Field-Painting
#830302,5526,131,3,2,0.87,Color-Field-Painting
#F0ECE1,258587,240,236,225,100.0,Color-Field-Painting
#C0BDAA,279703,192,189,170,85.67,Color-Field-Painting
#B1111B,25493,177,17,27,7.81,Color-Field-Painting
#636260,17219,99,98,96,5.27,Color-Field-Painting
#BA2857,1816,186,40,87,0.56,Color-Field-Painting
#913F41,720,145,63,65,0.22,Color-Field-Painting
#BD986B,695,189,152,107,0.21,Color-Field-Painting
#83AFC8,548,131,175,200,0.17,Color-Field-Painting
#21392B,258,33,57,43,0.08,Color-Field-Painting
#AD5D2C,48,173,93,44,0.01,Color-Field-Painting
#A81D1A,85097,168,29,26,39.22,Color-Field-Painting
#A8A095,50188,168,160,149,23.13,Color-Field-Painting
#242F4F,39357,36,47,79,18.14,Color-Field-Painting
#844651,22000,132,70,81,10.14,Color-Field-Painting
#62748A,11116,98,116,138,5.12,Color-Field-Painting
#AD824F,7840,173,130,79,3.61,Color-Field-Painting
#C06352,1310,192,99,82,0.6,Color-Field-Painting
#79271C,39,121,39,28,0.02,Color-Field-Painting
#4E4242,33,78,66,66,0.02,Color-Field-Painting
#DDBEA1,271483,221,190,161,80.1,Color-Field-Painting
#B9555D,19994,185,85,93,5.9,Color-Field-Painting
#3E848E,13935,62,132,142,4.11,Color-Field-Painting
#A78229,9380,167,130,41,2.77,Color-Field-Painting
#008A56,8181,0,138,86,2.41,Color-Field-Painting
#EC771A,7747,236,119,26,2.29,Color-Field-Painting
#E2C819,4555,226,200,25,1.34,Color-Field-Painting
#C3292B,1923,195,41,43,0.57,Color-Field-Painting
#717E2F,1713,113,126,47,0.51,Color-Field-Painting
#404040,225665,64,64,64,76.63,Color-Field-Painting
#ECDA6A,66610,236,218,106,22.62,Color-Field-Painting
#8D8F60,1101,141,143,96,0.37,Color-Field-Painting
#D0CFCA,1094,208,207,202,0.37,Color-Field-Painting
#7C7974,18,124,121,116,0.01,Color-Field-Painting
#7E4C43,9,126,76,67,0.0,Color-Field-Painting
#DBC88D,2,219,200,141,0.0,Color-Field-Painting
#FFFFFF,125171,255,255,255,57.12,Color-Field-Painting
#E82B27,61968,232,43,39,28.28,Color-Field-Painting
#DF63A1,10912,223,99,161,4.98,Color-Field-Painting
#41BAB3,6558,65,186,179,2.99,Color-Field-Painting
#908275,6137,144,130,117,2.8,Color-Field-Painting
#95C42A,4146,149,196,42,1.89,Color-Field-Painting
#A14842,3190,161,72,66,1.46,Color-Field-Painting
#AE748A,645,174,116,138,0.29,Color-Field-Painting
#FFCCC5,427,255,204,197,0.19,Color-Field-Painting
#ECECE0,127625,236,236,224,68.47,Color-Field-Painting
#E5DC7F,46416,229,220,127,24.9,Color-Field-Painting
#B6A7A0,12332,182,167,160,6.62,Color-Field-Painting
#B1AA76,23,177,170,118,0.01,Color-Field-Painting
#C6280B,1586442,198,40,11,41.62,Color-Field-Painting
#B92D4A,893999,185,45,74,23.45,Color-Field-Painting
#1B5897,797570,27,88,151,20.92,Color-Field-Painting
#C46353,412983,196,99,83,10.83,Color-Field-Painting
#4A6078,68072,74,96,120,1.79,Color-Field-Painting
#DC9C79,21507,220,156,121,0.56,Color-Field-Painting
#7A3F41,19602,122,63,65,0.51,Color-Field-Painting
#828780,11664,130,135,128,0.31,Color-Field-Painting
#D2650A,174862,210,101,10,55.42,Color-Field-Painting
#383181,120111,56,49,129,38.07,Color-Field-Painting
#402745,18500,64,39,69,5.86,Color-Field-Painting
#823811,1352,130,56,17,0.43,Color-Field-Painting
#783F46,316,120,63,70,0.1,Color-Field-Painting
#49240A,293,73,36,10,0.09,Color-Field-Painting
#1C1B16,38,28,27,22,0.01,Color-Field-Painting
#394FC7,13,57,79,199,0.0,Color-Field-Painting
#CE8349,11,206,131,73,0.0,Color-Field-Painting
#D86F38,1164934,216,111,56,76.26,Color-Field-Painting
#B0704D,128121,176,112,77,8.39,Color-Field-Painting
#7C707A,87011,124,112,122,5.7,Color-Field-Painting
#A3DDAB,38710,163,221,171,2.53,Color-Field-Painting
#4F4D7C,33038,79,77,124,2.16,Color-Field-Painting
#BFAB92,28665,191,171,146,1.88,Color-Field-Painting
#3793C6,19510,55,147,198,1.28,Color-Field-Painting
#C88D2F,15008,200,141,47,0.98,Color-Field-Painting
#A6D673,12660,166,214,115,0.83,Color-Field-Painting
#01050E,48920,1,5,14,31.17,Color-Field-Painting
#EC4F24,38981,236,79,36,24.84,Color-Field-Painting
#ECEBF0,38621,236,235,240,24.61,Color-Field-Painting
#374248,12088,55,66,72,7.7,Color-Field-Painting
#FFBC9C,10751,255,188,156,6.85,Color-Field-Painting
#747D82,4469,116,125,130,2.85,Color-Field-Painting
#E97A4F,3127,233,122,79,1.99,Color-Field-Painting
#BF5022,181482,191,80,34,59.7,Color-Field-Painting
#466CAD,102540,70,108,173,33.73,Color-Field-Painting
#8D6154,19973,141,97,84,6.57,Color-Field-Painting
#DE7596,262471,222,117,150,42.89,Color-Field-Painting
#E89F2C,178368,232,159,44,29.15,Color-Field-Painting
#DE785F,74805,222,120,95,12.22,Color-Field-Painting
#F6F0D8,73268,246,240,216,11.97,Color-Field-Painting
#E8B797,10544,232,183,151,1.72,Color-Field-Painting
#494539,9267,73,69,57,1.51,Color-Field-Painting
#936544,2547,147,101,68,0.42,Color-Field-Painting
#B98B96,445,185,139,150,0.07,Color-Field-Painting
#C43843,266,196,56,67,0.04,Color-Field-Painting
#2F2A31,4641402,47,42,49,48.91,Color-Field-Painting
#47170D,2120487,71,23,13,22.34,Color-Field-Painting
#D3C9BF,1483839,211,201,191,15.63,Color-Field-Painting
#2E4169,1079560,46,65,105,11.38,Color-Field-Painting
#CAA578,146042,202,165,120,1.54,Color-Field-Painting
#596156,18721,89,97,86,0.2,Color-Field-Painting
#8FA07E,443,143,160,126,0.0,Color-Field-Painting
#020A2E,111,2,10,46,0.0,Color-Field-Painting
#596732,14,89,103,50,0.0,Color-Field-Painting
#F6C016,58409,246,192,22,24.14,Color-Field-Painting
#8A4B6A,44385,138,75,106,18.34,Color-Field-Painting
#027357,30469,2,115,87,12.59,Color-Field-Painting
#F9F0E1,25882,249,240,225,10.7,Color-Field-Painting
#6960A3,24521,105,96,163,10.13,Color-Field-Painting
#DB8D28,15714,219,141,40,6.49,Color-Field-Painting
#A16F66,15013,161,111,102,6.2,Color-Field-Painting
#55586B,14050,85,88,107,5.81,Color-Field-Painting
#C1B932,13555,193,185,50,5.6,Color-Field-Painting
#E3C786,165014,227,199,134,62.51,Color-Field-Painting
#A4AE8B,33395,164,174,139,12.65,Color-Field-Painting
#B00000,32513,176,0,0,12.32,Color-Field-Painting
#8E0026,18780,142,0,38,7.11,Color-Field-Painting
#9F8177,8859,159,129,119,3.36,Color-Field-Painting
#AA5262,4687,170,82,98,1.78,Color-Field-Painting
#0C0000,326,12,0,0,0.12,Color-Field-Painting
#F4A67F,244,244,166,127,0.09,Color-Field-Painting
#594C55,178,89,76,85,0.07,Color-Field-Painting
#08080A,127599,8,8,10,55.3,Color-Field-Painting
#414544,33805,65,69,68,14.65,Color-Field-Painting
#15156B,14742,21,21,107,6.39,Color-Field-Painting
#440A09,14477,68,10,9,6.27,Color-Field-Painting
#544F0F,12851,84,79,15,5.57,Color-Field-Painting
#F0A19A,11185,240,161,154,4.85,Color-Field-Painting
#45A49E,7487,69,164,158,3.24,Color-Field-Painting
#002B10,4725,0,43,16,2.05,Color-Field-Painting
#AA1207,3869,170,18,7,1.68,Color-Field-Painting
#DF283C,2014264,223,40,60,56.06,Color-Field-Painting
#F45E00,1548898,244,94,0,43.11,Color-Field-Painting
#960001,12781,150,0,1,0.36,Color-Field-Painting
#F68D00,11306,246,141,0,0.31,Color-Field-Painting
#784824,5614,120,72,36,0.16,Color-Field-Painting
#C67F6B,372,198,127,107,0.01,Color-Field-Painting
#F5746E,44,245,116,110,0.0,Color-Field-Painting
#580000,28,88,0,0,0.0,Color-Field-Painting
#A55010,5,165,80,16,0.0,Color-Field-Painting
#66697C,206168,102,105,124,100.0,Color-Field-Painting
#364041,98857,54,64,65,49.71,Color-Field-Painting
#D9EBFF,80493,217,235,255,40.47,Color-Field-Painting
#517F8E,8753,81,127,142,4.4,Color-Field-Painting
#706235,5327,112,98,53,2.68,Color-Field-Painting
#0B0000,3513,11,0,0,1.77,Color-Field-Painting
#94C3F7,1928,148,195,247,0.97,Color-Field-Painting
#EE7F2E,206785,238,127,46,94.15,Color-Field-Painting
#F0EFED,9244,240,239,237,4.21,Color-Field-Painting
#68CC14,2592,104,204,20,1.18,Color-Field-Painting
#EDB899,354,237,184,153,0.16,Color-Field-Painting
#BE9320,354,190,147,32,0.16,Color-Field-Painting
#ADB42A,216,173,180,42,0.1,Color-Field-Painting
#AAF881,62,170,248,129,0.03,Color-Field-Painting
#D3FEB7,25,211,254,183,0.01,Color-Field-Painting
#DC845C,9,220,132,92,0.0,Color-Field-Painting
#BEC5BD,113975,190,197,189,51.17,Color-Field-Painting
#D7C16C,38349,215,193,108,17.22,Color-Field-Painting
#CA854C,36884,202,133,76,16.56,Color-Field-Painting
#BB8B8B,30016,187,139,139,13.48,Color-Field-Painting
#5E413D,3177,94,65,61,1.43,Color-Field-Painting
#AF9D75,291,175,157,117,0.13,Color-Field-Painting
#CFC62D,20,207,198,45,0.01,Color-Field-Painting
#FFDBB7,7,255,219,183,0.0,Color-Field-Painting
#D0803B,63958,208,128,59,50.6,Color-Field-Painting
#8A444E,51271,138,68,78,40.56,Color-Field-Painting
#968978,3442,150,137,120,2.72,Color-Field-Painting
#4B4C6A,2376,75,76,106,1.88,Color-Field-Painting
#FFF5DA,2370,255,245,218,1.88,Color-Field-Painting
#603417,1682,96,52,23,1.33,Color-Field-Painting
#050014,610,5,0,20,0.48,Color-Field-Painting
#C74F12,523,199,79,18,0.41,Color-Field-Painting
#D7AE7A,165,215,174,122,0.13,Color-Field-Painting
#AB4048,717020,171,64,72,54.02,Color-Field-Painting
#E9DBD2,192026,233,219,210,14.47,Color-Field-Painting
#DFC976,162163,223,201,118,12.22,Color-Field-Painting
#D36242,96202,211,98,66,7.25,Color-Field-Painting
#87587A,70120,135,88,122,5.28,Color-Field-Painting
#4E4E4C,38746,78,78,76,2.92,Color-Field-Painting
#DFA06A,29243,223,160,106,2.2,Color-Field-Painting
#8A8987,17162,138,137,135,1.29,Color-Field-Painting
#F4B73A,4715,244,183,58,0.36,Color-Field-Painting
#FFFFFF,43421,255,255,255,41.31,Color-Field-Painting
#998E61,16194,153,142,97,15.41,Color-Field-Painting
#8B0027,9736,139,0,39,9.26,Color-Field-Painting
#D77F01,7433,215,127,1,7.07,Color-Field-Painting
#1F3E40,6936,31,62,64,6.6,Color-Field-Painting
#4E4D86,5882,78,77,134,5.6,Color-Field-Painting
#9897B9,5851,152,151,185,5.57,Color-Field-Painting
#60243E,5319,96,36,62,5.06,Color-Field-Painting
#C5441D,4331,197,68,29,4.12,Color-Field-Painting
#4B5D51,1021847,75,93,81,79.4,Color-Field-Painting
#E9D9C0,151840,233,217,192,11.8,Color-Field-Painting
#97988A,96257,151,152,138,7.48,Color-Field-Painting
#5C8EA7,13452,92,142,167,1.05,Color-Field-Painting
#FFEEA5,1264,255,238,165,0.1,Color-Field-Painting
#092924,1221,9,41,36,0.09,Color-Field-Painting
#D2AA76,681,210,170,118,0.05,Color-Field-Painting
#7A5E39,285,122,94,57,0.02,Color-Field-Painting
#314C67,97,49,76,103,0.01,Color-Field-Painting
#F0F0F2,70971,240,240,242,55.08,Color-Field-Painting
#212167,13381,33,33,103,10.38,Color-Field-Painting
#CE3611,9592,206,54,17,7.44,Color-Field-Painting
#401B13,9418,64,27,19,7.31,Color-Field-Painting
#F2ED9B,7025,242,237,155,5.45,Color-Field-Painting
#F5CD13,6397,245,205,19,4.96,Color-Field-Painting
#E77616,4920,231,118,22,3.82,Color-Field-Painting
#0C0C0C,4589,12,12,12,3.56,Color-Field-Painting
#935411,2564,147,84,17,1.99,Color-Field-Painting
#C31016,114227,195,16,22,39.66,Color-Field-Painting
#FFFFFF,91634,255,255,255,31.82,Color-Field-Painting
#E50075,77519,229,0,117,26.92,Color-Field-Painting
#EDA2C3,1564,237,162,195,0.54,Color-Field-Painting
#850C11,1402,133,12,17,0.49,Color-Field-Painting
#A52E54,857,165,46,84,0.3,Color-Field-Painting
#B28582,364,178,133,130,0.13,Color-Field-Painting
#E1014A,337,225,1,74,0.12,Color-Field-Painting
#4C0606,84,76,6,6,0.03,Color-Field-Painting
#171717,235390,23,23,23,86.1,Color-Field-Painting
#872F6B,27996,135,47,107,10.24,Color-Field-Painting
#AB2594,5985,171,37,148,2.19,Color-Field-Painting
#823918,1674,130,57,24,0.61,Color-Field-Painting
#4A5D95,1134,74,93,149,0.41,Color-Field-Painting
#47253D,815,71,37,61,0.3,Color-Field-Painting
#44200A,193,68,32,10,0.07,Color-Field-Painting
#03153B,134,3,21,59,0.05,Color-Field-Painting
#913447,76,145,52,71,0.03,Color-Field-Painting
#F8F8F6,163073,248,248,246,41.83,Color-Field-Painting
#F8B183,116302,248,177,131,29.83,Color-Field-Painting
#2F323B,51340,47,50,59,13.17,Color-Field-Painting
#248C41,51292,36,140,65,13.16,Color-Field-Painting
#EB3D36,6773,235,61,54,1.74,Color-Field-Painting
#757863,552,117,120,99,0.14,Color-Field-Painting
#F17F5D,309,241,127,93,0.08,Color-Field-Painting
#2F683F,156,47,104,63,0.04,Color-Field-Painting
#B73D3C,57,183,61,60,0.01,Color-Field-Painting
#FFFFFF,537349,255,255,255,38.34,Color-Field-Painting
#E72B3A,341143,231,43,58,24.34,Color-Field-Painting
#363B3E,259946,54,59,62,18.55,Color-Field-Painting
#B53A3D,111466,181,58,61,7.95,Color-Field-Painting
#764848,60174,118,72,72,4.29,Color-Field-Painting
#FC6F3A,32680,252,111,58,2.33,Color-Field-Painting
#665C38,23796,102,92,56,1.7,Color-Field-Painting
#444D78,22588,68,77,120,1.61,Color-Field-Painting
#EF9178,12413,239,145,120,0.89,Color-Field-Painting
#FCF8F5,165258,252,248,245,75.49,Color-Field-Painting
#D46459,17268,212,100,89,7.89,Color-Field-Painting
#312C29,14624,49,44,41,6.68,Color-Field-Painting
#F0DB80,7409,240,219,128,3.38,Color-Field-Painting
#654C23,4185,101,76,35,1.91,Color-Field-Painting
#EC9723,3977,236,151,35,1.82,Color-Field-Painting
#B29E86,3503,178,158,134,1.6,Color-Field-Painting
#CF9357,1587,207,147,87,0.72,Color-Field-Painting
#E2CE00,1107,226,206,0,0.51,Color-Field-Painting
#191923,138997,25,25,35,62.75,Color-Field-Painting
#B91E22,43274,185,30,34,19.54,Color-Field-Painting
#FFFFFF,35618,255,255,255,16.08,Color-Field-Painting
#B7655A,1073,183,101,90,0.48,Color-Field-Painting
#E91F59,833,233,31,89,0.38,Color-Field-Painting
#EE5E2C,614,238,94,44,0.28,Color-Field-Painting
#441E0B,483,68,30,11,0.22,Color-Field-Painting
#878789,419,135,135,137,0.19,Color-Field-Painting
#D8A6A5,204,216,166,165,0.09,Color-Field-Painting
#274F82,24138,39,79,130,22.01,Color-Field-Painting
#FFFFFF,23961,255,255,255,21.85,Color-Field-Painting
#B98B33,22119,185,139,51,20.17,Color-Field-Painting
#B4AF8F,19824,180,175,143,18.08,Color-Field-Painting
#18101F,7759,24,16,31,7.08,Color-Field-Painting
#774A33,6399,119,74,51,5.84,Color-Field-Painting
#6CA2D0,2772,108,162,208,2.53,Color-Field-Painting
#3A3D36,2045,58,61,54,1.86,Color-Field-Painting
#407762,647,64,119,98,0.59,Color-Field-Painting
#0D0908,88867,13,9,8,32.77,Color-Field-Painting
#E03A12,87760,224,58,18,32.37,Color-Field-Painting
#FFF5C8,54124,255,245,200,19.96,Color-Field-Painting
#512613,32510,81,38,19,11.99,Color-Field-Painting
#D84C4F,3335,216,76,79,1.23,Color-Field-Painting
#7D2402,1861,125,36,2,0.69,Color-Field-Painting
#C0AB90,1082,192,171,144,0.4,Color-Field-Painting
#FFFDFF,852,255,253,255,0.31,Color-Field-Painting
#E7A46F,763,231,164,111,0.28,Color-Field-Painting
#A69A84,213663,166,154,132,77.21,Color-Field-Painting
#C02428,17584,192,36,40,6.35,Color-Field-Painting
#CD8883,14916,205,136,131,5.39,Color-Field-Painting
#515173,9441,81,81,115,3.41,Color-Field-Painting
#B37E48,9328,179,126,72,3.37,Color-Field-Painting
#00784B,4258,0,120,75,1.54,Color-Field-Painting
#B2424E,3487,178,66,78,1.26,Color-Field-Painting
#C5A830,2363,197,168,48,0.85,Color-Field-Painting
#77513E,1675,119,81,62,0.61,Color-Field-Painting
#FFF6B9,164997,255,246,185,75.92,Color-Field-Painting
#FFCB7F,51706,255,203,127,23.79,Color-Field-Painting
#B49360,548,180,147,96,0.25,Color-Field-Painting
#F6E8DD,92,246,232,221,0.04,Color-Field-Painting
#456CA3,1675549,69,108,163,67.23,Color-Field-Painting
#E2DED3,776210,226,222,211,31.14,Color-Field-Painting
#1B3C5B,35310,27,60,91,1.42,Color-Field-Painting
#A09C91,5224,160,156,145,0.21,Color-Field-Painting
#FBFBFB,188908,251,251,251,75.33,Color-Field-Painting
#012D5A,33819,1,45,90,13.49,Color-Field-Painting
#3F5B69,11694,63,91,105,4.66,Color-Field-Painting
#E34A21,5309,227,74,33,2.12,Color-Field-Painting
#02AD9A,5130,2,173,154,2.05,Color-Field-Painting
#F09D97,2558,240,157,151,1.02,Color-Field-Painting
#014C9D,1441,1,76,157,0.57,Color-Field-Painting
#5295C9,1288,82,149,201,0.51,Color-Field-Painting
#AD483E,639,173,72,62,0.25,Color-Field-Painting
#DCDBEB,120509,220,219,235,47.56,Color-Field-Painting
#E00085,114114,224,0,133,45.03,Color-Field-Painting
#E77FB0,18775,231,127,176,7.41,Color-Field-Painting
#FEFAE1,202106,254,250,225,79.89,Color-Field-Painting
#FCCE00,8192,252,206,0,3.24,Color-Field-Painting
#2D4E39,8002,45,78,57,3.16,Color-Field-Painting
#A32B44,7273,163,43,68,2.88,Color-Field-Painting
#1C2455,7083,28,36,85,2.8,Color-Field-Painting
#E55121,6905,229,81,33,2.73,Color-Field-Painting
#AD9782,6674,173,151,130,2.64,Color-Field-Painting
#BC8E43,3750,188,142,67,1.48,Color-Field-Painting
#855C3C,2984,133,92,60,1.18,Color-Field-Painting
#853B0A,337467,133,59,10,59.68,Color-Field-Painting
#E3D0BF,208202,227,208,191,36.82,Color-Field-Painting
#121011,14440,18,16,17,2.55,Color-Field-Painting
#A1827D,5107,161,130,125,0.9,Color-Field-Painting
#484540,257,72,69,64,0.05,Color-Field-Painting
#D59D78,15,213,157,120,0.0,Color-Field-Painting
#401300,9,64,19,0,0.0,Color-Field-Painting
#48AAC3,2086355,72,170,195,89.79,Color-Field-Painting
#26744A,65054,38,116,74,2.8,Color-Field-Painting
#97ACD9,63314,151,172,217,2.72,Color-Field-Painting
#7B4D95,41936,123,77,149,1.8,Color-Field-Painting
#106D8F,22594,16,109,143,0.97,Color-Field-Painting
#923100,20596,146,49,0,0.89,Color-Field-Painting
#BF781E,12138,191,120,30,0.52,Color-Field-Painting
#919489,5933,145,148,137,0.26,Color-Field-Painting
#704B14,5550,112,75,20,0.24,Color-Field-Painting
#CA832B,91245,202,131,43,31.58,Color-Field-Painting
#7C9539,91005,124,149,57,31.5,Color-Field-Painting
#D6BB52,60802,214,187,82,21.05,Color-Field-Painting
#B63717,20101,182,55,23,6.96,Color-Field-Painting
#516985,17869,81,105,133,6.18,Color-Field-Painting
#AD8D66,3324,173,141,102,1.15,Color-Field-Painting
#356649,2712,53,102,73,0.94,Color-Field-Painting
#36320D,1416,54,50,13,0.49,Color-Field-Painting
#78551B,438,120,85,27,0.15,Color-Field-Painting
#D46A16,109379,212,106,22,32.2,Color-Field-Painting
#B9301E,77991,185,48,30,22.96,Color-Field-Painting
#5CB0D4,61241,92,176,212,18.03,Color-Field-Painting
#2A64C8,30917,42,100,200,9.1,Color-Field-Painting
#653022,29025,101,48,34,8.55,Color-Field-Painting
#979735,24147,151,151,53,7.11,Color-Field-Painting
#5A4B60,3605,90,75,96,1.06,Color-Field-Painting
#88B284,1723,136,178,132,0.51,Color-Field-Painting
#897037,1610,137,112,55,0.47,Color-Field-Painting
#D1D6D9,262524,209,214,217,95.49,Color-Field-Painting
#F08CAE,6688,240,140,174,2.43,Color-Field-Painting
#000002,5715,0,0,2,2.08,Color-Field-Painting
#03103A,117711,3,16,58,64.87,Color-Field-Painting
#3B5748,28658,59,87,72,15.79,Color-Field-Painting
#DCD8D5,14625,220,216,213,8.06,Color-Field-Painting
#931B0A,6335,147,27,10,3.49,Color-Field-Painting
#EED523,4322,238,213,35,2.38,Color-Field-Painting
#D38C0E,2906,211,140,14,1.6,Color-Field-Painting
#92AEC6,2829,146,174,198,1.56,Color-Field-Painting
#831E30,2595,131,30,48,1.43,Color-Field-Painting
#0C2774,1481,12,39,116,0.82,Color-Field-Painting
#C31709,49136,195,23,9,19.78,Color-Field-Painting
#E95680,45089,233,86,128,18.15,Color-Field-Painting
#0084AA,39273,0,132,170,15.81,Color-Field-Painting
#71AD31,34972,113,173,49,14.08,Color-Field-Painting
#E78000,34818,231,128,0,14.02,Color-Field-Painting
#54BDB9,26679,84,189,185,10.74,Color-Field-Painting
#00682D,6995,0,104,45,2.82,Color-Field-Painting
#C8C5B4,6414,200,197,180,2.58,Color-Field-Painting
#B59C66,4992,181,156,102,2.01,Color-Field-Painting
#FBF6E3,107986,251,246,227,74.68,Color-Field-Painting
#EE984B,11026,238,152,75,7.63,Color-Field-Painting
#037C59,10099,3,124,89,6.98,Color-Field-Painting
#82866D,8511,130,134,109,5.89,Color-Field-Painting
#3A3026,2468,58,48,38,1.71,Color-Field-Painting
