hex_code,occurence,R,G,B,percent,Movement
#DEF1FF,13795,222,241,255,1.19,Abstract-Expressionism
#ACBFAB,1049,172,191,171,0.09,Abstract-Expressionism
#7D8172,340892,125,129,114,82.66,Abstract-Expressionism
#CDC6C0,37365,205,198,192,9.06,Abstract-Expressionism
#292B1E,28820,41,43,30,6.99,Abstract-Expressionism
#50572D,3612,80,87,45,0.88,Abstract-Expressionism
#C0AB7E,1690,192,171,126,0.41,Abstract-Expressionism
#322EC9,341216,50,46,201,67.83,Abstract-Expressionism
#060219,134103,6,2,25,26.66,Abstract-Expressionism
#F7C701,17704,247,199,1,3.52,Abstract-Expressionism
#000037,2881,0,0,55,0.57,Abstract-Expressionism
#3854D1,2303,56,84,209,0.46,Abstract-Expressionism
#000058,1866,0,0,88,0.37,Abstract-Expressionism
#DBBB56,1170,219,187,86,0.23,Abstract-Expressionism
#4B417E,1150,75,65,126,0.23,Abstract-Expressionism
#977279,689,151,114,121,0.14,Abstract-Expressionism
#FFFFFF,117343,255,255,255,24.88,Abstract-Expressionism
#795A2B,109389,121,90,43,23.2,Abstract-Expressionism
#000000,94691,0,0,0,20.08,Abstract-Expressionism
#414350,92405,65,67,80,19.59,Abstract-Expressionism
#838287,42122,131,130,135,8.93,Abstract-Expressionism
#4F3224,6288,79,50,36,1.33,Abstract-Expressionism
#B9C1B4,3441,185,193,180,0.73,Abstract-Expressionism
#D19C0E,3171,209,156,14,0.67,Abstract-Expressionism
#E9C980,2746,233,201,128,0.58,Abstract-Expressionism
#787973,150717,120,121,115,58.44,Abstract-Expressionism
#2B2C27,103548,43,44,39,40.15,Abstract-Expressionism
#B5AC8D,3651,181,172,141,1.42,Abstract-Expressionism
#F4F3F9,639902,244,243,249,51.36,Abstract-Expressionism
#B1A7B2,229559,177,167,178,18.43,Abstract-Expressionism
#E6E3B6,108027,230,227,182,8.67,Abstract-Expressionism
#D3AB6D,85618,211,171,109,6.87,Abstract-Expressionism
#6D9280,62655,109,146,128,5.03,Abstract-Expressionism
#F3D600,33187,243,214,0,2.66,Abstract-Expressionism
#B2A3E4,32653,178,163,228,2.62,Abstract-Expressionism
#2D2B2C,31629,45,43,44,2.54,Abstract-Expressionism
#E28F01,22655,226,143,1,1.82,Abstract-Expressionism
#E6DCDB,141273,230,220,219,34.56,Abstract-Expressionism
#000000,105943,0,0,0,25.91,Abstract-Expressionism
#9C9698,69627,156,150,152,17.03,Abstract-Expressionism
#48474C,36235,72,71,76,8.86,Abstract-Expressionism
#CC6518,18955,204,101,24,4.64,Abstract-Expressionism
#C68B49,17076,198,139,73,4.18,Abstract-Expressionism
#300000,6694,48,0,0,1.64,Abstract-Expressionism
#833600,6544,131,54,0,1.6,Abstract-Expressionism
#D37671,6464,211,118,113,1.58,Abstract-Expressionism
#C9431E,267333,201,67,30,70.21,Abstract-Expressionism
#DC9134,107100,220,145,52,28.13,Abstract-Expressionism
#BA5946,6199,186,89,70,1.63,Abstract-Expressionism
#A57138,110,165,113,56,0.03,Abstract-Expressionism
#95978C,358348,149,151,140,61.51,Abstract-Expressionism
#E7ECFF,176225,231,236,255,30.25,Abstract-Expressionism
#535B46,48030,83,91,70,8.24,Abstract-Expressionism
#E9E6DD,148157,233,230,221,78.02,Abstract-Expressionism
#2C2C2E,41731,44,44,46,21.98,Abstract-Expressionism
#CEC288,579748,206,194,136,55.4,Abstract-Expressionism
#FFFFFF,206376,255,255,255,19.72,Abstract-Expressionism
#B99185,196601,185,145,133,18.79,Abstract-Expressionism
#B96735,15761,185,103,53,1.51,Abstract-Expressionism
#7D7C44,15706,125,124,68,1.5,Abstract-Expressionism
#22150C,11325,34,21,12,1.08,Abstract-Expressionism
#BCA943,11251,188,169,67,1.08,Abstract-Expressionism
#A2AAB7,7766,162,170,183,0.74,Abstract-Expressionism
#5B5148,1975,91,81,72,0.19,Abstract-Expressionism
#614539,766988,97,69,57,29.37,Abstract-Expressionism
#D18063,460013,209,128,99,17.62,Abstract-Expressionism
#27120D,444056,39,18,13,17.01,Abstract-Expressionism
#D6CEB7,373142,214,206,183,14.29,Abstract-Expressionism
#9C866F,227990,156,134,111,8.73,Abstract-Expressionism
#BD3934,216749,189,57,52,8.3,Abstract-Expressionism
#E6C868,98832,230,200,104,3.78,Abstract-Expressionism
#732920,12232,115,41,32,0.47,Abstract-Expressionism
#5F8166,11260,95,129,102,0.43,Abstract-Expressionism
#FFFFFF,205925,255,255,255,80.11,Abstract-Expressionism
#F6E83D,48578,246,232,61,18.9,Abstract-Expressionism
#FFFCCC,1419,255,252,204,0.55,Abstract-Expressionism
#EEE379,848,238,227,121,0.33,Abstract-Expressionism
#C6B472,277,198,180,114,0.11,Abstract-Expressionism
#000100,359136,0,1,0,38.0,Abstract-Expressionism
#F3F3F3,169542,243,243,243,17.94,Abstract-Expressionism
#295153,133725,41,81,83,14.15,Abstract-Expressionism
#9BA09C,110539,155,160,156,11.7,Abstract-Expressionism
#EDEFC0,40063,237,239,192,4.24,Abstract-Expressionism
#BBAB70,38016,187,171,112,4.02,Abstract-Expressionism
#D2AD20,35237,210,173,32,3.73,Abstract-Expressionism
#665744,30272,102,87,68,3.2,Abstract-Expressionism
#472800,28617,71,40,0,3.03,Abstract-Expressionism
#82B7A5,539814,130,183,165,47.92,Abstract-Expressionism
#206B67,423836,32,107,103,37.62,Abstract-Expressionism
#FEFEFE,82982,254,254,254,7.37,Abstract-Expressionism
#FFB35A,27627,255,179,90,2.45,Abstract-Expressionism
#16332E,22849,22,51,46,2.03,Abstract-Expressionism
#BF722A,13218,191,114,42,1.17,Abstract-Expressionism
#A2BA7E,10094,162,186,126,0.9,Abstract-Expressionism
#391B00,3327,57,27,0,0.3,Abstract-Expressionism
#4C6C43,2782,76,108,67,0.25,Abstract-Expressionism
#403D38,109706,64,61,56,32.93,Abstract-Expressionism
#837F76,96000,131,127,118,28.81,Abstract-Expressionism
#000200,45017,0,2,0,13.51,Abstract-Expressionism
#905B4D,28141,144,91,77,8.45,Abstract-Expressionism
#B48F58,24013,180,143,88,7.21,Abstract-Expressionism
#FFFFF6,18061,255,255,246,5.42,Abstract-Expressionism
#CABEA6,5709,202,190,166,1.71,Abstract-Expressionism
#535A30,3302,83,90,48,0.99,Abstract-Expressionism
#BE4E42,3214,190,78,66,0.96,Abstract-Expressionism
#100201,84669,16,2,1,67.1,Abstract-Expressionism
#DACDC4,15361,218,205,196,12.17,Abstract-Expressionism
#DAA700,9132,218,167,0,7.24,Abstract-Expressionism
#6D5F5C,5584,109,95,92,4.43,Abstract-Expressionism
#0D0B78,4903,13,11,120,3.89,Abstract-Expressionism
#0E144E,2257,14,20,78,1.79,Abstract-Expressionism
#DEC585,1839,222,197,133,1.46,Abstract-Expressionism
#B8695A,1246,184,105,90,0.99,Abstract-Expressionism
#3C1D00,1193,60,29,0,0.95,Abstract-Expressionism
#000500,55753,0,5,0,37.89,Abstract-Expressionism
#8E0000,25637,142,0,0,17.42,Abstract-Expressionism
#430000,24071,67,0,0,16.36,Abstract-Expressionism
#002500,9125,0,37,0,6.2,Abstract-Expressionism
#4D3F3C,8377,77,63,60,5.69,Abstract-Expressionism
#3B2A00,8094,59,42,0,5.5,Abstract-Expressionism
#DBBBA4,6019,219,187,164,4.09,Abstract-Expressionism
#D66700,5792,214,103,0,3.94,Abstract-Expressionism
#000057,4280,0,0,87,2.91,Abstract-Expressionism
#FAF7D6,579193,250,247,214,71.95,Abstract-Expressionism
#C3B296,99302,195,178,150,12.34,Abstract-Expressionism
#1A160D,61345,26,22,13,7.62,Abstract-Expressionism
#84725A,59444,132,114,90,7.38,Abstract-Expressionism
#4B3B19,3403,75,59,25,0.42,Abstract-Expressionism
#E8DA8F,2069,232,218,143,0.26,Abstract-Expressionism
#A78E4E,180,167,142,78,0.02,Abstract-Expressionism
#3B2339,47,59,35,57,0.01,Abstract-Expressionism
#D5B745,11,213,183,69,0.0,Abstract-Expressionism
#8F9006,111043,143,144,6,57.08,Abstract-Expressionism
#E4DAA5,38010,228,218,165,19.54,Abstract-Expressionism
#2E2715,25587,46,39,21,13.15,Abstract-Expressionism
#615F14,11237,97,95,20,5.78,Abstract-Expressionism
#D6D849,6536,214,216,73,3.36,Abstract-Expressionism
#A19E57,1555,161,158,87,0.8,Abstract-Expressionism
#A7A590,437,167,165,144,0.22,Abstract-Expressionism
#61674B,146,97,103,75,0.08,Abstract-Expressionism
#F4CA66,4,244,202,102,0.0,Abstract-Expressionism
#FFFFFF,229404,255,255,255,69.73,Abstract-Expressionism
#214E87,97643,33,78,135,29.68,Abstract-Expressionism
#B6CAE2,1519,182,202,226,0.46,Abstract-Expressionism
#6B7E9E,433,107,126,158,0.13,Abstract-Expressionism
#D9CE96,293070,217,206,150,69.69,Abstract-Expressionism
#9B8A54,60118,155,138,84,14.3,Abstract-Expressionism
#302400,13639,48,36,0,3.24,Abstract-Expressionism
#F5F7F4,13638,245,247,244,3.24,Abstract-Expressionism
#0A0000,12115,10,0,0,2.88,Abstract-Expressionism
#C6804F,10831,198,128,79,2.58,Abstract-Expressionism
#983516,9467,152,53,22,2.25,Abstract-Expressionism
#625C42,4900,98,92,66,1.17,Abstract-Expressionism
#DBB5A8,2728,219,181,168,0.65,Abstract-Expressionism
#769397,99115,118,147,151,44.78,Abstract-Expressionism
#53594D,63730,83,89,77,28.79,Abstract-Expressionism
#000002,30432,0,0,2,13.75,Abstract-Expressionism
#617E50,14007,97,126,80,6.33,Abstract-Expressionism
#C8E3F6,5120,200,227,246,2.31,Abstract-Expressionism
#8CD0B9,4096,140,208,185,1.85,Abstract-Expressionism
#3A5C75,2405,58,92,117,1.09,Abstract-Expressionism
#0A351A,1609,10,53,26,0.73,Abstract-Expressionism
#5C342A,831,92,52,42,0.38,Abstract-Expressionism
#A4A07A,239634,164,160,122,26.43,Abstract-Expressionism
#292929,172404,41,41,41,19.01,Abstract-Expressionism
#FFFFEA,124937,255,255,234,13.78,Abstract-Expressionism
#524729,99200,82,71,41,10.94,Abstract-Expressionism
#62832C,71822,98,131,44,7.92,Abstract-Expressionism
#84712C,67395,132,113,44,7.43,Abstract-Expressionism
#CEA330,49653,206,163,48,5.48,Abstract-Expressionism
#8F4623,43964,143,70,35,4.85,Abstract-Expressionism
#F97230,37667,249,114,48,4.15,Abstract-Expressionism
#FFFFFF,109408,255,255,255,60.31,Abstract-Expressionism
#545454,72002,84,84,84,39.69,Abstract-Expressionism
#D1B38D,346129,209,179,141,72.17,Abstract-Expressionism
#4A2314,51228,74,35,20,10.68,Abstract-Expressionism
#0C0805,37544,12,8,5,7.83,Abstract-Expressionism
#8C7556,36814,140,117,86,7.68,Abstract-Expressionism
#854924,3994,133,73,36,0.83,Abstract-Expressionism
#E0A61E,2255,224,166,30,0.47,Abstract-Expressionism
#9A2919,727,154,41,25,0.15,Abstract-Expressionism
#C1863A,513,193,134,58,0.11,Abstract-Expressionism
#D45A1B,381,212,90,27,0.08,Abstract-Expressionism
#EFEBE0,230988,239,235,224,58.34,Abstract-Expressionism
#DDCB79,42147,221,203,121,10.65,Abstract-Expressionism
#967F89,34184,150,127,137,8.63,Abstract-Expressionism
#1A191F,28785,26,25,31,7.27,Abstract-Expressionism
#C1702F,15775,193,112,47,3.98,Abstract-Expressionism
#808662,12818,128,134,98,3.24,Abstract-Expressionism
#444D4A,12616,68,77,74,3.19,Abstract-Expressionism
#5572B6,9458,85,114,182,2.39,Abstract-Expressionism
#A61E20,9149,166,30,32,2.31,Abstract-Expressionism
#A9A8A3,404046,169,168,163,55.37,Abstract-Expressionism
#3E332D,304555,62,51,45,41.74,Abstract-Expressionism
#726C5C,20811,114,108,92,2.85,Abstract-Expressionism
#A78F5F,283,167,143,95,0.04,Abstract-Expressionism
#EAE9EF,11,234,233,239,0.0,Abstract-Expressionism
#1A171E,118536,26,23,30,68.62,Abstract-Expressionism
#DFE4F8,39757,223,228,248,23.01,Abstract-Expressionism
#4F3328,7636,79,51,40,4.42,Abstract-Expressionism
#CAB69B,4733,202,182,155,2.74,Abstract-Expressionism
#9C7355,1743,156,115,85,1.01,Abstract-Expressionism
#6E6970,198,110,105,112,0.11,Abstract-Expressionism
#243620,147,36,54,32,0.09,Abstract-Expressionism
#282A25,124307,40,42,37,48.05,Abstract-Expressionism
#79776B,110189,121,119,107,42.59,Abstract-Expressionism
#BCB5AB,23056,188,181,171,8.91,Abstract-Expressionism
#A29B65,577,162,155,101,0.22,Abstract-Expressionism
#854E39,469,133,78,57,0.18,Abstract-Expressionism
#FFFCF8,49,255,252,248,0.02,Abstract-Expressionism
#665B23,38,102,91,35,0.01,Abstract-Expressionism
#F2E8B7,6,242,232,183,0.0,Abstract-Expressionism
#E1A188,4,225,161,136,0.0,Abstract-Expressionism
#23191A,591156,35,25,26,47.03,Abstract-Expressionism
#4F4D41,423288,79,77,65,33.67,Abstract-Expressionism
#848A7C,169021,132,138,124,13.45,Abstract-Expressionism
#FAF7F2,49559,250,247,242,3.94,Abstract-Expressionism
#8E5B46,13885,142,91,70,1.1,Abstract-Expressionism
#96C5BF,7110,150,197,191,0.57,Abstract-Expressionism
#CEBE9C,1986,206,190,156,0.16,Abstract-Expressionism
#8E311F,633,142,49,31,0.05,Abstract-Expressionism
#502016,465,80,32,22,0.04,Abstract-Expressionism
#FEFFFF,88266,254,255,255,55.55,Abstract-Expressionism
#AEA699,30687,174,166,153,19.31,Abstract-Expressionism
#A40501,13702,164,5,1,8.62,Abstract-Expressionism
#D8A3D7,6161,216,163,215,3.88,Abstract-Expressionism
#B25623,6013,178,86,35,3.78,Abstract-Expressionism
#000005,4906,0,0,5,3.09,Abstract-Expressionism
#5156B1,3742,81,86,177,2.36,Abstract-Expressionism
#7A7B90,2907,122,123,144,1.83,Abstract-Expressionism
#E3AA67,2502,227,170,103,1.57,Abstract-Expressionism
#FEFFFF,135895,254,255,255,40.38,Abstract-Expressionism
#C4BDCD,83740,196,189,205,24.88,Abstract-Expressionism
#15172C,43063,21,23,44,12.8,Abstract-Expressionism
#807989,32482,128,121,137,9.65,Abstract-Expressionism
#B7B896,12581,183,184,150,3.74,Abstract-Expressionism
#E28580,8629,226,133,128,2.56,Abstract-Expressionism
#414B6F,7599,65,75,111,2.26,Abstract-Expressionism
#6B95C7,6387,107,149,199,1.9,Abstract-Expressionism
#C5C853,6165,197,200,83,1.83,Abstract-Expressionism
#979761,347898,151,151,97,42.97,Abstract-Expressionism
#B09A34,310998,176,154,52,38.41,Abstract-Expressionism
#696D6E,65028,105,109,110,8.03,Abstract-Expressionism
#0C091E,38649,12,9,30,4.77,Abstract-Expressionism
#DAE1D9,18330,218,225,217,2.26,Abstract-Expressionism
#161147,10376,22,17,71,1.28,Abstract-Expressionism
#896336,8896,137,99,54,1.1,Abstract-Expressionism
#27362F,5797,39,54,47,0.72,Abstract-Expressionism
#0D4371,3606,13,67,113,0.45,Abstract-Expressionism
#E6E5E3,108675,230,229,227,86.53,Abstract-Expressionism
#A09B98,5610,160,155,152,4.47,Abstract-Expressionism
#F2C371,4031,242,195,113,3.21,Abstract-Expressionism
#F7AB91,2249,247,171,145,1.79,Abstract-Expressionism
#ED5456,2080,237,84,86,1.66,Abstract-Expressionism
#F10000,1823,241,0,0,1.45,Abstract-Expressionism
#4B2729,431,75,39,41,0.34,Abstract-Expressionism
#50534C,354,80,83,76,0.28,Abstract-Expressionism
#97B9DC,343,151,185,220,0.27,Abstract-Expressionism
#565658,118075,86,86,88,28.28,Abstract-Expressionism
#112027,101831,17,32,39,24.39,Abstract-Expressionism
#FFFFFF,96505,255,255,255,23.11,Abstract-Expressionism
#96D6D5,42885,150,214,213,10.27,Abstract-Expressionism
#BFB3B3,41594,191,179,179,9.96,Abstract-Expressionism
#608E8B,12147,96,142,139,2.91,Abstract-Expressionism
#5F6742,3990,95,103,66,0.96,Abstract-Expressionism
#A8AA79,477,168,170,121,0.11,Abstract-Expressionism
#926955,54,146,105,85,0.01,Abstract-Expressionism
#213047,146761,33,48,71,47.0,Abstract-Expressionism
#5A656B,85211,90,101,107,27.29,Abstract-Expressionism
#000100,25180,0,1,0,8.06,Abstract-Expressionism
#FBFFFF,23647,251,255,255,7.57,Abstract-Expressionism
#97A0AF,20962,151,160,175,6.71,Abstract-Expressionism
#804E59,4929,128,78,89,1.58,Abstract-Expressionism
#989977,2623,152,153,119,0.84,Abstract-Expressionism
#3C5B91,2098,60,91,145,0.67,Abstract-Expressionism
#BC6657,826,188,102,87,0.26,Abstract-Expressionism
#A76A3D,898284,167,106,61,71.36,Abstract-Expressionism
#3F4042,338944,63,64,66,26.93,Abstract-Expressionism
#7D5D4E,12896,125,93,78,1.02,Abstract-Expressionism
#A8A197,8523,168,161,151,0.68,Abstract-Expressionism
#0C0A15,94,12,10,21,0.01,Abstract-Expressionism
#72311D,34,114,49,29,0.0,Abstract-Expressionism
#666B6F,592556,102,107,111,46.61,Abstract-Expressionism
#EBF0F4,570518,235,240,244,44.88,Abstract-Expressionism
#B98E6C,76972,185,142,108,6.06,Abstract-Expressionism
#B0ACA9,25044,176,172,169,1.97,Abstract-Expressionism
#2E332D,3801,46,51,45,0.3,Abstract-Expressionism
#DECD59,1712,222,205,89,0.13,Abstract-Expressionism
#69583A,330,105,88,58,0.03,Abstract-Expressionism
#E1E0AA,228,225,224,170,0.02,Abstract-Expressionism
#A2903E,36,162,144,62,0.0,Abstract-Expressionism
#C5C6B6,100653,197,198,182,37.29,Abstract-Expressionism
#4D7187,82075,77,113,135,30.41,Abstract-Expressionism
#000000,28442,0,0,0,10.54,Abstract-Expressionism
#927B38,25672,146,123,56,9.51,Abstract-Expressionism
#3A3B36,18271,58,59,54,6.77,Abstract-Expressionism
#5B2C22,8038,91,44,34,2.98,Abstract-Expressionism
#696E50,3069,105,110,80,1.14,Abstract-Expressionism
#DDD99C,1988,221,217,156,0.74,Abstract-Expressionism
#9B4B30,1706,155,75,48,0.63,Abstract-Expressionism
#DB2800,406247,219,40,0,80.78,Abstract-Expressionism
#FFA47D,23693,255,164,125,4.71,Abstract-Expressionism
#FF7536,17754,255,117,54,3.53,Abstract-Expressionism
#C4543C,15209,196,84,60,3.02,Abstract-Expressionism
#FFFAFF,14579,255,250,255,2.9,Abstract-Expressionism
#A46B57,13766,164,107,87,2.74,Abstract-Expressionism
#FFCDB8,8003,255,205,184,1.59,Abstract-Expressionism
#582718,2104,88,39,24,0.42,Abstract-Expressionism
#C69EA9,1548,198,158,169,0.31,Abstract-Expressionism
#3B372C,448649,59,55,44,26.24,Abstract-Expressionism
#000000,384234,0,0,0,22.47,Abstract-Expressionism
#8D3622,293405,141,54,34,17.16,Abstract-Expressionism
#E4E4E6,256961,228,228,230,15.03,Abstract-Expressionism
#AF8241,171880,175,130,65,10.05,Abstract-Expressionism
#776040,83227,119,96,64,4.87,Abstract-Expressionism
#848484,56874,132,132,132,3.33,Abstract-Expressionism
#C6AE94,13037,198,174,148,0.76,Abstract-Expressionism
#BB7460,1412,187,116,96,0.08,Abstract-Expressionism
#E1D8C7,217499,225,216,199,28.91,Abstract-Expressionism
#29305A,129254,41,48,90,17.18,Abstract-Expressionism
#9AB969,116531,154,185,105,15.49,Abstract-Expressionism
#B39BAB,70600,179,155,171,9.38,Abstract-Expressionism
#EDBD7B,61436,237,189,123,8.17,Abstract-Expressionism
#8E352F,58764,142,53,47,7.81,Abstract-Expressionism
#9D3E60,56552,157,62,96,7.52,Abstract-Expressionism
#89A785,22366,137,167,133,2.97,Abstract-Expressionism
#BB7456,19420,187,116,86,2.58,Abstract-Expressionism
#9F8E7A,418999,159,142,122,34.03,Abstract-Expressionism
#F4FEFF,220463,244,254,255,17.91,Abstract-Expressionism
#422E0B,188590,66,46,11,15.32,Abstract-Expressionism
#BE8126,130762,190,129,38,10.62,Abstract-Expressionism
#040000,70460,4,0,0,5.72,Abstract-Expressionism
#526E58,66304,82,110,88,5.39,Abstract-Expressionism
#762200,58967,118,34,0,4.79,Abstract-Expressionism
#052206,44037,5,34,6,3.58,Abstract-Expressionism
#E0CEAA,32687,224,206,170,2.65,Abstract-Expressionism
#005E91,730184,0,94,145,83.5,Abstract-Expressionism
#0E1D34,143217,14,29,52,16.38,Abstract-Expressionism
#3198C1,1080,49,152,193,0.12,Abstract-Expressionism
#596A7A,12,89,106,122,0.0,Abstract-Expressionism
#A80021,306985,168,0,33,32.82,Abstract-Expressionism
#F4D233,177585,244,210,51,18.99,Abstract-Expressionism
#DF711A,133668,223,113,26,14.29,Abstract-Expressionism
#294A39,72911,41,74,57,7.8,Abstract-Expressionism
#EFF4F8,72454,239,244,248,7.75,Abstract-Expressionism
#0E1C41,71005,14,28,65,7.59,Abstract-Expressionism
#65B171,41408,101,177,113,4.43,Abstract-Expressionism
#530E20,30695,83,14,32,3.28,Abstract-Expressionism
#518E86,28529,81,142,134,3.05,Abstract-Expressionism
#FDDA5A,1011667,253,218,90,69.81,Abstract-Expressionism
#AF2717,146582,175,39,23,10.12,Abstract-Expressionism
#382426,123046,56,36,38,8.49,Abstract-Expressionism
#BD7930,100834,189,121,48,6.96,Abstract-Expressionism
#6C251F,34532,108,37,31,2.38,Abstract-Expressionism
#C2A853,16541,194,168,83,1.14,Abstract-Expressionism
#815F3C,8167,129,95,60,0.56,Abstract-Expressionism
#EB6327,3868,235,99,39,0.27,Abstract-Expressionism
#D67169,3839,214,113,105,0.26,Abstract-Expressionism
#FFFBF5,1243049,255,251,245,75.0,Abstract-Expressionism
#1A3167,160983,26,49,103,9.71,Abstract-Expressionism
#6B8CAF,122829,107,140,175,7.41,Abstract-Expressionism
#B9B7B8,31801,185,183,184,1.92,Abstract-Expressionism
#FFEFB4,24243,255,239,180,1.46,Abstract-Expressionism
#C34477,22882,195,68,119,1.38,Abstract-Expressionism
#1D2E40,20408,29,46,64,1.23,Abstract-Expressionism
#865278,16679,134,82,120,1.01,Abstract-Expressionism
#F5D36F,14630,245,211,111,0.88,Abstract-Expressionism
#BE934E,56525,190,147,78,56.85,Abstract-Expressionism
#566153,24684,86,97,83,24.83,Abstract-Expressionism
#ECE9D8,14822,236,233,216,14.91,Abstract-Expressionism
#9B9E8B,3092,155,158,139,3.11,Abstract-Expressionism
#9B583D,229,155,88,61,0.23,Abstract-Expressionism
#DBCC91,49,219,204,145,0.05,Abstract-Expressionism
#EAA083,15,234,160,131,0.02,Abstract-Expressionism
#222A1B,6,34,42,27,0.01,Abstract-Expressionism
#851D14,1,133,29,20,0.0,Abstract-Expressionism
#3C2E25,92666,60,46,37,71.55,Abstract-Expressionism
#DDD9CE,17176,221,217,206,13.26,Abstract-Expressionism
#2B4755,9901,43,71,85,7.64,Abstract-Expressionism
#868277,5199,134,130,119,4.01,Abstract-Expressionism
#C76735,3767,199,103,53,2.91,Abstract-Expressionism
#D48C73,524,212,140,115,0.4,Abstract-Expressionism
#29295D,256,41,41,93,0.2,Abstract-Expressionism
#6367AE,20,99,103,174,0.02,Abstract-Expressionism
#BDC4EE,7,189,196,238,0.01,Abstract-Expressionism
#BEB2A6,419376,190,178,166,54.31,Abstract-Expressionism
#39435C,101649,57,67,92,13.16,Abstract-Expressionism
#717372,77702,113,115,114,10.06,Abstract-Expressionism
#7F7248,63136,127,114,72,8.18,Abstract-Expressionism
#070E3A,61649,7,14,58,7.98,Abstract-Expressionism
#AD7F0F,21667,173,127,15,2.81,Abstract-Expressionism
#C7B178,17201,199,177,120,2.23,Abstract-Expressionism
#7B2C32,7094,123,44,50,0.92,Abstract-Expressionism
#BF3F12,2713,191,63,18,0.35,Abstract-Expressionism
#302D3E,156884,48,45,62,80.98,Abstract-Expressionism
#32585B,11376,50,88,91,5.87,Abstract-Expressionism
#D9AF49,8449,217,175,73,4.36,Abstract-Expressionism
#E2E3DD,5303,226,227,221,2.74,Abstract-Expressionism
#838288,3559,131,130,136,1.84,Abstract-Expressionism
#DFD8A2,3175,223,216,162,1.64,Abstract-Expressionism
#888A62,2964,136,138,98,1.53,Abstract-Expressionism
#2C5581,1841,44,85,129,0.95,Abstract-Expressionism
#554724,187,85,71,36,0.1,Abstract-Expressionism
#D4CEC2,102502,212,206,194,58.16,Abstract-Expressionism
#596F87,31913,89,111,135,18.11,Abstract-Expressionism
#8F8B82,15194,143,139,130,8.62,Abstract-Expressionism
#AB5A09,12045,171,90,9,6.83,Abstract-Expressionism
#38373C,7446,56,55,60,4.23,Abstract-Expressionism
#AB4A44,2994,171,74,68,1.7,Abstract-Expressionism
#B9884D,2550,185,136,77,1.45,Abstract-Expressionism
#6D481E,944,109,72,30,0.54,Abstract-Expressionism
#B3A520,647,179,165,32,0.37,Abstract-Expressionism
