hex_code,occurence,R,G,B,percent,Movement
#5B616F,34501,91,97,111,1.6,Cubism
#567040,13094,86,112,64,0.61,Cubism
#8A7316,5761,138,115,22,0.27,Cubism
#557B92,187433,85,123,146,64.57,Cubism
#FFFDFF,66839,255,253,255,23.03,Cubism
#A0AE94,16115,160,174,148,5.55,Cubism
#00000C,12251,0,0,12,4.22,Cubism
#C5B6E1,3791,197,182,225,1.31,Cubism
#7A583D,2219,122,88,61,0.76,Cubism
#4D4076,1374,77,64,118,0.47,Cubism
#BCAA58,185,188,170,88,0.06,Cubism
#DA9A91,69,218,154,145,0.02,Cubism
#323642,724501,50,54,66,51.75,Cubism
#C44B50,301630,196,75,80,21.55,Cubism
#D9C7BD,280434,217,199,189,20.03,Cubism
#FFB964,74268,255,185,100,5.3,Cubism
#6B809F,11084,107,128,159,0.79,Cubism
#8B595A,7648,139,89,90,0.55,Cubism
#9F8248,304,159,130,72,0.02,Cubism
#FFEC61,96,255,236,97,0.01,Cubism
#474282,19,71,66,130,0.0,Cubism
#CABBA8,476742,202,187,168,56.93,Cubism
#3B5E4A,285830,59,94,74,34.13,Cubism
#122C3D,49976,18,44,61,5.97,Cubism
#9D7F43,16268,157,127,67,1.94,Cubism
#8E6C7C,8620,142,108,124,1.03,Cubism
#EDEDCB,63812,237,237,203,28.49,Cubism
#3C6135,54913,60,97,53,24.51,Cubism
#0C0805,31652,12,8,5,14.13,Cubism
#C2230D,29686,194,35,13,13.25,Cubism
#C97501,27910,201,117,1,12.46,Cubism
#E1C256,12056,225,194,86,5.38,Cubism
#A48B55,2943,164,139,85,1.31,Cubism
#4D5C71,612,77,92,113,0.27,Cubism
#904822,414,144,72,34,0.18,Cubism
#010101,141823,1,1,1,42.14,Cubism
#AD976E,64415,173,151,110,19.14,Cubism
#DFDCD7,57078,223,220,215,16.96,Cubism
#226C9B,44351,34,108,155,13.18,Cubism
#652D1E,16598,101,45,30,4.93,Cubism
#BC5B26,11649,188,91,38,3.46,Cubism
#4F5551,530,79,85,81,0.16,Cubism
#D7A242,69,215,162,66,0.02,Cubism
#FCF4AB,65,252,244,171,0.02,Cubism
#FFFFFF,94458,255,255,255,52.71,Cubism
#2A2B30,37636,42,43,48,21.0,Cubism
#966C22,25456,150,108,34,14.2,Cubism
#366146,9878,54,97,70,5.51,Cubism
#530916,5283,83,9,22,2.95,Cubism
#6B81BA,4192,107,129,186,2.34,Cubism
#929292,1098,146,146,146,0.61,Cubism
#E0C76A,912,224,199,106,0.51,Cubism
#D17664,302,209,118,100,0.17,Cubism
#000000,1920141,0,0,0,45.87,Cubism
#FFFFF3,536641,255,255,243,12.82,Cubism
#4D4D4F,317917,77,77,79,7.59,Cubism
#790000,309873,121,0,0,7.4,Cubism
#000032,298363,0,0,50,7.13,Cubism
#FF6E4F,291878,255,110,79,6.97,Cubism
#002B00,211372,0,43,0,5.05,Cubism
#B8CBFF,153197,184,203,255,3.66,Cubism
#000E6D,147047,0,14,109,3.51,Cubism
#595957,78328,89,89,87,36.38,Cubism
#000000,55469,0,0,0,25.76,Cubism
#DCDBE3,44544,220,219,227,20.69,Cubism
#BD986E,22901,189,152,110,10.64,Cubism
#33987A,3600,51,152,122,1.67,Cubism
#EC892E,3577,236,137,46,1.66,Cubism
#B63E25,3528,182,62,37,1.64,Cubism
#7986B2,1751,121,134,178,0.81,Cubism
#3B2A00,1607,59,42,0,0.75,Cubism
#2A2A2C,44451,42,42,44,24.84,Cubism
#AC6F42,41536,172,111,66,23.21,Cubism
#E78625,33162,231,134,37,18.53,Cubism
#1F5294,27204,31,82,148,15.2,Cubism
#808777,19721,128,135,119,11.02,Cubism
#F8D300,4968,248,211,0,2.78,Cubism
#D7472C,4585,215,71,44,2.56,Cubism
#007C5A,2851,0,124,90,1.59,Cubism
#E0BB63,446,224,187,99,0.25,Cubism
#383838,349768,56,56,56,52.33,Cubism
#8C5946,139737,140,89,70,20.91,Cubism
#FFFFFF,139722,255,255,255,20.91,Cubism
#CEAE95,28882,206,174,149,4.32,Cubism
#F5B464,8560,245,180,100,1.28,Cubism
#FFF9A1,1110,255,249,161,0.17,Cubism
#89849A,370,137,132,154,0.06,Cubism
#F08178,217,240,129,120,0.03,Cubism
#070000,286816,7,0,0,28.81,Cubism
#67743C,274321,103,116,60,27.56,Cubism
#FAFAFC,179969,250,250,252,18.08,Cubism
#E4AD2F,129454,228,173,47,13.01,Cubism
#584B43,53124,88,75,67,5.34,Cubism
#E2453C,31327,226,69,60,3.15,Cubism
#D5BD81,31186,213,189,129,3.13,Cubism
#A0A0A2,5739,160,160,162,0.58,Cubism
#86303D,3465,134,48,61,0.35,Cubism
#221E1D,173890,34,30,29,89.02,Cubism
#6D614B,19944,109,97,75,10.21,Cubism
#8D432A,1505,141,67,42,0.77,Cubism
#182430,539485,24,36,48,55.64,Cubism
#658197,258483,101,129,151,26.66,Cubism
#977B63,131781,151,123,99,13.59,Cubism
#B8C8BB,29166,184,200,187,3.01,Cubism
#FFDE97,5385,255,222,151,0.56,Cubism
#AF5638,4199,175,86,56,0.43,Cubism
#4D2D18,986,77,45,24,0.1,Cubism
#909C50,47,144,156,80,0.0,Cubism
#FFB8AB,25,255,184,171,0.0,Cubism
#0D0D0D,109494,13,13,13,39.06,Cubism
#E6E6E4,64267,230,230,228,22.92,Cubism
#6D788C,49144,109,120,140,17.53,Cubism
#D9AD4E,28024,217,173,78,10.0,Cubism
#5C130D,10825,92,19,13,3.86,Cubism
#B68974,9034,182,137,116,3.22,Cubism
#C45B21,8595,196,91,33,3.07,Cubism
#455139,664,69,81,57,0.24,Cubism
#363264,298,54,50,100,0.11,Cubism
#A09B98,93692,160,155,152,46.06,Cubism
#FFFFFD,72812,255,255,253,35.8,Cubism
#271813,27281,39,24,19,13.41,Cubism
#835442,7015,131,84,66,3.45,Cubism
#DDC088,2156,221,192,136,1.06,Cubism
#585371,250,88,83,113,0.12,Cubism
#B99120,205,185,145,32,0.1,Cubism
#29272A,221597,41,39,42,35.09,Cubism
#FBC429,173294,251,196,41,27.44,Cubism
#F94D29,111627,249,77,41,17.68,Cubism
#85322A,41955,133,50,42,6.64,Cubism
#3A295D,35333,58,41,93,5.6,Cubism
#FDFDF5,22078,253,253,245,3.5,Cubism
#E88329,19277,232,131,41,3.05,Cubism
#676DC1,4348,103,109,193,0.69,Cubism
#A48B86,1994,164,139,134,0.32,Cubism
#E0C4AC,217266,224,196,172,86.66,Cubism
#453639,26111,69,54,57,10.42,Cubism
#B87A3F,5767,184,122,63,2.3,Cubism
#8F8E9E,1018,143,142,158,0.41,Cubism
#272860,469,39,40,96,0.19,Cubism
#561D00,67,86,29,0,0.03,Cubism
#909382,181015,144,147,130,94.52,Cubism
#1C1E1B,9175,28,30,27,4.79,Cubism
#4F6C8A,794,79,108,138,0.41,Cubism
#612219,527,97,34,25,0.28,Cubism
#9E6A3B,6,158,106,59,0.0,Cubism
#F1E6E4,485567,241,230,228,58.45,Cubism
#886E00,248784,136,110,0,29.95,Cubism
#B19A6E,33356,177,154,110,4.02,Cubism
#003400,26042,0,52,0,3.13,Cubism
#A990B0,22971,169,144,176,2.77,Cubism
#000600,7058,0,6,0,0.85,Cubism
#483400,4685,72,52,0,0.56,Cubism
#C36503,1661,195,101,3,0.2,Cubism
#615352,621,97,83,82,0.07,Cubism
#C3AB91,160434,195,171,145,61.87,Cubism
#0D0000,51600,13,0,0,19.9,Cubism
#5B4D4D,42769,91,77,77,16.49,Cubism
#C98443,3703,201,132,67,1.43,Cubism
#6E3019,558,110,48,25,0.22,Cubism
#9C99B6,251,156,153,182,0.1,Cubism
#70652D,7,112,101,45,0.0,Cubism
#FFF9FF,2,255,249,255,0.0,Cubism
#12130D,380560,18,19,13,47.01,Cubism
#6C281F,141865,108,40,31,17.52,Cubism
#3D511E,114260,61,81,30,14.11,Cubism
#444691,57354,68,70,145,7.08,Cubism
#EACE25,54477,234,206,37,6.73,Cubism
#819126,29724,129,145,38,3.67,Cubism
#C14426,14746,193,68,38,1.82,Cubism
#B27824,12134,178,120,36,1.5,Cubism
#515763,4447,81,87,99,0.55,Cubism
#000005,778380,0,0,5,36.93,Cubism
#FCF8EF,498289,252,248,239,23.64,Cubism
#504E53,481864,80,78,83,22.86,Cubism
#95A0A6,90107,149,160,166,4.28,Cubism
#650000,79769,101,0,0,3.78,Cubism
#FFEE25,51401,255,238,37,2.44,Cubism
#BB9B00,49656,187,155,0,2.36,Cubism
#BDBC84,45452,189,188,132,2.16,Cubism
#AE5C5E,32826,174,92,94,1.56,Cubism
#C3D3C9,683114,195,211,201,38.47,Cubism
#1D305B,617543,29,48,91,34.77,Cubism
#D69DAE,266611,214,157,174,15.01,Cubism
#354F50,98319,53,79,80,5.54,Cubism
#9B9460,84056,155,148,96,4.73,Cubism
#9D435D,15677,157,67,93,0.88,Cubism
#767BA3,4473,118,123,163,0.25,Cubism
#F19F79,4212,241,159,121,0.24,Cubism
#FEE299,1823,254,226,153,0.1,Cubism
#261E1B,129646,38,30,27,46.68,Cubism
#EBB577,90175,235,181,119,32.47,Cubism
#795535,30876,121,85,53,11.12,Cubism
#6487A5,27020,100,135,165,9.73,Cubism
#E3DECB,229831,227,222,203,73.35,Cubism
#827A67,83504,130,122,103,26.65,Cubism
#F1E2C5,135731,241,226,197,82.26,Cubism
#70B8B7,21299,112,184,183,12.91,Cubism
#00606C,4520,0,96,108,2.74,Cubism
#E5A76C,2025,229,167,108,1.23,Cubism
#010200,660,1,2,0,0.4,Cubism
#722C00,429,114,44,0,0.26,Cubism
#968976,223,150,137,118,0.14,Cubism
#09345F,112,9,52,95,0.07,Cubism
#2E2E2E,719633,46,46,46,77.83,Cubism
#467676,126090,70,118,118,13.64,Cubism
#8E3B37,37500,142,59,55,4.06,Cubism
#BDC2C6,26182,189,194,198,2.83,Cubism
#B8B87A,12476,184,184,122,1.35,Cubism
#2B4D7B,2341,43,77,123,0.25,Cubism
#636033,361,99,96,51,0.04,Cubism
#C6C23D,88,198,194,61,0.01,Cubism
#000000,79748,0,0,0,30.89,Cubism
#FFFFE3,54646,255,255,227,21.17,Cubism
#4C4028,47760,76,64,40,18.5,Cubism
#E0C97B,39083,224,201,123,15.14,Cubism
#7D080E,19582,125,8,14,7.59,Cubism
#B88C7F,7491,184,140,127,2.9,Cubism
#8F6E29,4453,143,110,41,1.72,Cubism
#E75524,3532,231,85,36,1.37,Cubism
#FCA710,1854,252,167,16,0.72,Cubism
#120F16,122857,18,15,22,38.0,Cubism
#608DC4,59744,96,141,196,18.48,Cubism
#683B26,40535,104,59,38,12.54,Cubism
#F5F0EC,38262,245,240,236,11.84,Cubism
#D3974F,24785,211,151,79,7.67,Cubism
#95BD98,16271,149,189,152,5.03,Cubism
#E23234,10605,226,50,52,3.28,Cubism
#FAF1A2,6804,250,241,162,2.1,Cubism
#C3BB34,3420,195,187,52,1.06,Cubism
#455F38,101744,69,95,56,59.54,Cubism
#9B6A5B,26179,155,106,91,15.32,Cubism
#B4AB36,18519,180,171,54,10.84,Cubism
#295A9F,14316,41,90,159,8.38,Cubism
#131718,7463,19,23,24,4.37,Cubism
#C8B688,2264,200,182,136,1.32,Cubism
#506D7D,299,80,109,125,0.17,Cubism
#472000,73,71,32,0,0.04,Cubism
#000F43,15,0,15,67,0.01,Cubism
#D3CBB6,156835,211,203,182,73.87,Cubism
#D08367,22600,208,131,103,10.65,Cubism
#D53F27,10958,213,63,39,5.16,Cubism
#463F2C,9536,70,63,44,4.49,Cubism
#D69632,7489,214,150,50,3.53,Cubism
#669755,3294,102,151,85,1.55,Cubism
#1A4F95,1463,26,79,149,0.69,Cubism
#121A2D,83,18,26,45,0.04,Cubism
#7589AE,44,117,137,174,0.02,Cubism
#666668,176405,102,102,104,96.84,Cubism
#BBBAC0,5751,187,186,192,3.16,Cubism
#4E5255,235838,78,82,85,53.64,Cubism
#DBDDDC,202634,219,221,220,46.08,Cubism
#8595B7,1214,133,149,183,0.28,Cubism
#0B0B01,15,11,11,1,0.0,Cubism
#2B3F72,2,43,63,114,0.0,Cubism
#D5DAE0,623355,213,218,224,32.53,Cubism
#1F2933,468825,31,41,51,24.46,Cubism
#8F6C4C,380086,143,108,76,19.83,Cubism
#4078B3,303536,64,120,179,15.84,Cubism
#0443A2,68110,4,67,162,3.55,Cubism
#B44377,55590,180,67,119,2.9,Cubism
#C5B44A,14893,197,180,74,0.78,Cubism
#B98CAB,1732,185,140,171,0.09,Cubism
#561B2F,212,86,27,47,0.01,Cubism
#9B9A98,133740,155,154,152,49.52,Cubism
#26272B,87248,38,39,43,32.3,Cubism
#8A5640,46990,138,86,64,17.4,Cubism
#C5B26E,2105,197,178,110,0.78,Cubism
#1C261B,558776,28,38,27,35.31,Cubism
#F2CE16,550525,242,206,22,34.79,Cubism
#AA8978,297586,170,137,120,18.8,Cubism
#E41F28,82639,228,31,40,5.22,Cubism
#633420,40724,99,52,32,2.57,Cubism
#AE4E24,22372,174,78,36,1.41,Cubism
#F4E3C5,13611,244,227,197,0.86,Cubism
#F6E684,8219,246,230,132,0.52,Cubism
#536675,8086,83,102,117,0.51,Cubism
#B6A877,452567,182,168,119,85.71,Cubism
#4D6950,59095,77,105,80,11.19,Cubism
#735026,16312,115,80,38,3.09,Cubism
#142016,25,20,32,22,0.0,Cubism
#FFF8F2,394117,255,248,242,45.89,Cubism
#2A4357,359731,42,67,87,41.88,Cubism
#A8B8D9,48034,168,184,217,5.59,Cubism
#0A2B94,42606,10,43,148,4.96,Cubism
#287AC4,8822,40,122,196,1.03,Cubism
#001500,3309,0,21,0,0.39,Cubism
#808074,1948,128,128,116,0.23,Cubism
#000030,230,0,0,48,0.03,Cubism
#466812,65,70,104,18,0.01,Cubism
#0C120E,163193,12,18,14,47.58,Cubism
#E5F3F3,64212,229,243,243,18.72,Cubism
#DA931F,41014,218,147,31,11.96,Cubism
#244771,32228,36,71,113,9.4,Cubism
#8B254C,20800,139,37,76,6.06,Cubism
#5F6865,18667,95,104,101,5.44,Cubism
#DBC770,1323,219,199,112,0.39,Cubism
#7BA2CD,911,123,162,205,0.27,Cubism
#8F5C31,615,143,92,49,0.18,Cubism
#9799A8,202965,151,153,168,77.89,Cubism
#3D3B46,54826,61,59,70,21.04,Cubism
#FCFFFF,1983,252,255,255,0.76,Cubism
#AB4537,805,171,69,55,0.31,Cubism
#121C1E,142866,18,28,30,57.06,Cubism
#7B7E77,104756,123,126,119,41.84,Cubism
#DDD4CD,2011,221,212,205,0.8,Cubism
#8D473B,653,141,71,59,0.26,Cubism
#968444,91,150,132,68,0.04,Cubism
#A3270B,4,163,39,11,0.0,Cubism
#6B6E7F,3461916,107,110,127,81.99,Cubism
#23212C,443135,35,33,44,10.49,Cubism
#C1B3A8,254742,193,179,168,6.03,Cubism
#724524,62586,114,69,36,1.48,Cubism
#090E11,590547,9,14,17,46.28,Cubism
#8C8B90,407804,140,139,144,31.96,Cubism
#72300D,199386,114,48,13,15.63,Cubism
#86712E,75511,134,113,46,5.92,Cubism
#D9C7A1,1504,217,199,161,0.12,Cubism
#32456F,1144,50,69,111,0.09,Cubism
#454D36,5,69,77,54,0.0,Cubism
#DDD9D6,239447,221,217,214,93.04,Cubism
#AA8A63,14063,170,138,99,5.46,Cubism
#666467,3400,102,100,103,1.32,Cubism
#1D1A21,452,29,26,33,0.18,Cubism
#F0DCA9,449208,240,220,169,50.77,Cubism
#E28828,152034,226,136,40,17.18,Cubism
#79654D,100571,121,101,77,11.37,Cubism
#0E0405,70030,14,4,5,7.92,Cubism
#D1371B,66091,209,55,27,7.47,Cubism
#54130F,17519,84,19,15,1.98,Cubism
#C7CDDD,16226,199,205,221,1.83,Cubism
#0F1B4F,12382,15,27,79,1.4,Cubism
#615877,694,97,88,119,0.08,Cubism
#F4F1EC,543349,244,241,236,25.54,Cubism
#12070B,460726,18,7,11,21.66,Cubism
#4C5F49,443170,76,95,73,20.83,Cubism
#C64734,282736,198,71,52,13.29,Cubism
#E6B831,150031,230,184,49,7.05,Cubism
#5567AF,147779,85,103,175,6.95,Cubism
#76322F,46537,118,50,47,2.19,Cubism
#9FB18B,39882,159,177,139,1.87,Cubism
#CE9A5E,13059,206,154,94,0.61,Cubism
#D9AB70,53654,217,171,112,23.34,Cubism
#CD2E07,52436,205,46,7,22.81,Cubism
#634D36,44288,99,77,54,19.27,Cubism
#E6E8DD,31162,230,232,221,13.56,Cubism
#190E0C,31142,25,14,12,13.55,Cubism
#480000,6307,72,0,0,2.74,Cubism
#E57D1A,5468,229,125,26,2.38,Cubism
#37516A,3137,55,81,106,1.36,Cubism
#699E82,2253,105,158,130,0.98,Cubism
#2B262C,126890,43,38,44,45.9,Cubism
#7F6E74,85429,127,110,116,30.9,Cubism
#FFFFEA,48846,255,255,234,17.67,Cubism
#D3AA8A,9114,211,170,138,3.3,Cubism
#8E313B,4335,142,49,59,1.57,Cubism
#FFFFA9,1032,255,255,169,0.37,Cubism
#A7AFDE,352,167,175,222,0.13,Cubism
#DE7653,351,222,118,83,0.13,Cubism
#2D1956,89,45,25,86,0.03,Cubism
#0E1618,1073279,14,22,24,39.04,Cubism
#BFA87E,829138,191,168,126,30.16,Cubism
#FFFFEC,468104,255,255,236,17.03,Cubism
#5A2B25,273826,90,43,37,9.96,Cubism
#5D6146,83969,93,97,70,3.05,Cubism
#DFB94A,14280,223,185,74,0.52,Cubism
#86581D,5118,134,88,29,0.19,Cubism
#869AA5,1430,134,154,165,0.05,Cubism
#962517,244,150,37,23,0.01,Cubism
#000000,110782,0,0,0,54.86,Cubism
#4D4F4E,50090,77,79,78,24.8,Cubism
#FFFFFF,32962,255,255,255,16.32,Cubism
#BF815C,3734,191,129,92,1.85,Cubism
#9BA9AA,1745,155,169,170,0.86,Cubism
#D02C09,981,208,44,9,0.49,Cubism
#FDE859,858,253,232,89,0.42,Cubism
#3F0000,728,63,0,0,0.36,Cubism
#FDDAA4,72,253,218,164,0.04,Cubism
#EDE6D4,241769,237,230,212,49.56,Cubism
#D35D41,114317,211,93,65,23.44,Cubism
#3F6860,62625,63,104,96,12.84,Cubism
#33599A,48468,51,89,154,9.94,Cubism
#803031,16453,128,48,49,3.37,Cubism
#22211C,3157,34,33,28,0.65,Cubism
#D0937E,925,208,147,126,0.19,Cubism
#939AB4,75,147,154,180,0.02,Cubism
#30302E,188170,48,48,46,61.79,Cubism
#7D8170,55925,125,129,112,18.36,Cubism
#DEDBD2,47348,222,219,210,15.55,Cubism
#863933,12157,134,57,51,3.99,Cubism
#BA9B5A,940,186,155,90,0.31,Cubism
#6CC3B0,82679,108,195,176,26.86,Cubism
#FFFFFF,71884,255,255,255,23.35,Cubism
#968A94,56095,150,138,148,18.22,Cubism
#D47300,36724,212,115,0,11.93,Cubism
#B46C53,26461,180,108,83,8.6,Cubism
#000100,16040,0,1,0,5.21,Cubism
#2788B3,8787,39,136,179,2.85,Cubism
#1A3709,8239,26,55,9,2.68,Cubism
#E1B260,920,225,178,96,0.3,Cubism
#724F2F,30231,114,79,47,29.16,Cubism
#050102,30049,5,1,2,28.98,Cubism
#E6FAFB,17572,230,250,251,16.95,Cubism
#C2AD82,13081,194,173,130,12.62,Cubism
#F0C427,6047,240,196,39,5.83,Cubism
#1A2C54,2795,26,44,84,2.7,Cubism
#3A6D6E,2316,58,109,110,2.23,Cubism
#445CB2,814,68,92,178,0.79,Cubism
#D2603B,784,210,96,59,0.76,Cubism
#A69373,600387,166,147,115,62.37,Cubism
#11111D,208118,17,17,29,21.62,Cubism
#95B0CD,101968,149,176,205,10.59,Cubism
#534230,29974,83,66,48,3.11,Cubism
#BC9923,17278,188,153,35,1.8,Cubism
#E1ECDC,4143,225,236,220,0.43,Cubism
#535875,637,83,88,117,0.07,Cubism
#FBDD94,52,251,221,148,0.01,Cubism
#735000,2,115,80,0,0.0,Cubism
#71613D,171069,113,97,61,84.49,Cubism
#20281D,16911,32,40,29,8.35,Cubism
#E0D39E,14395,224,211,158,7.11,Cubism
#4C6D76,96,76,109,118,0.05,Cubism
#191B1A,186187,25,27,26,67.94,Cubism
#D5CCAF,32408,213,204,175,11.83,Cubism
#92632F,30879,146,99,47,11.27,Cubism
#B63901,11187,182,57,1,4.08,Cubism
#5D221E,7333,93,34,30,2.68,Cubism
#35604F,5158,53,96,79,1.88,Cubism
#253661,902,37,54,97,0.33,Cubism
#383934,848065,56,57,52,65.76,Cubism
#EEECE0,441560,238,236,224,34.24,Cubism
#39755C,59126,57,117,92,28.97,Cubism
#5C364F,38008,92,54,79,18.62,Cubism
#A1B987,31551,161,185,135,15.46,Cubism
#20428C,19647,32,66,140,9.63,Cubism
#FAC64C,18857,250,198,76,9.24,Cubism
#D1A79B,15496,209,167,155,7.59,Cubism
#D1553B,14307,209,85,59,7.01,Cubism
#753021,3890,117,48,33,1.91,Cubism
#48B4BE,3202,72,180,190,1.57,Cubism
#00030C,146174,0,3,12,33.72,Cubism
#585647,131566,88,86,71,30.35,Cubism
#FFFFED,62456,255,255,237,14.41,Cubism
#FBD489,52067,251,212,137,12.01,Cubism
#CE7D3B,17532,206,125,59,4.04,Cubism
#B3A288,13620,179,162,136,3.14,Cubism
#6492A2,6813,100,146,162,1.57,Cubism
#3F0900,2891,63,9,0,0.67,Cubism
#77B079,408,119,176,121,0.09,Cubism
#14100D,121595,20,16,13,56.75,Cubism
#9699A2,91026,150,153,162,42.49,Cubism
#675642,1631,103,86,66,0.76,Cubism
#C0A882,294742,192,168,130,42.15,Cubism
#FFFFFF,240876,255,255,255,34.45,Cubism
#528274,72230,82,130,116,10.33,Cubism
#749CDA,50501,116,156,218,7.22,Cubism
#000000,21654,0,0,0,3.1,Cubism
#3A3E1B,9055,58,62,27,1.29,Cubism
#8A5547,8080,138,85,71,1.16,Cubism
#1C4887,2006,28,72,135,0.29,Cubism
#DDA6B9,100,221,166,185,0.01,Cubism
#FFF9FF,180189,255,249,255,21.64,Cubism
#A83700,125170,168,55,0,15.03,Cubism
#6B7BD0,113977,107,123,208,13.69,Cubism
#0F0000,89124,15,0,0,10.7,Cubism
#4D0000,84245,77,0,0,10.12,Cubism
